7	18
3	9
1	19
5	6
8	22
4	20
10	11
1	2
12	18
14	15
1	2
19	29
6	14
7	13
6	10
8	18
8	29
7	24
3	4
6	44
4	16
1	8
12	32
4	6
8	18
1	15
8	17
3	15
5	6
10	15
4	29
30	31
8	11
12	16
2	35
2	14
5	12
7	8
8	10
18	19
1	10
22	26
1	19
3	9
14	18
15	17
9	38
4	10
2	7
7	17
1	8
7	8
21	27
2	5
1	11
1	18
7	14
15	28
2	4
2	20
2	8
16	27
6	13
1	5
8	12
4	6
7	10
4	25
2	11
2	19
2	15
12	14
1	3
1	8
1	17
1	6
10	20
1	38
18	19
7	10
10	11
12	20
8	14
9	15
6	14
3	5
4	10
5	10
5	9
1	18
6	16
3	7
11	15
15	17
3	4
7	10
21	22
12	24
15	16
3	4
3	5
3	10
2	35
18	19
5	13
7	11
14	31
4	23
5	23
2	8
6	35
12	14
10	12
2	7
9	25
29	30
14	35
7	10
6	36
1	8
1	16
2	6
3	18
1	21
11	22
1	14
4	12
7	16
4	18
15	24
3	7
23	25
5	8
5	12
21	25
9	12
8	14
4	16
1	8
23	25
27	31
17	24
4	15
3	38
4	12
10	14
1	8
13	20
1	3
5	17
2	3
13	15
15	20
1	13
5	8
4	21
19	29
18	27
1	3
13	18
9	27
7	14
6	9
6	20
8	11
8	15
5	17
15	32
11	29
7	9
18	21
2	13
10	17
21	23
1	18
1	2
13	18
5	11
25	35
3	6
8	15
4	7
2	3
20	35
12	13
22	23
1	6
6	7
13	27
21	23
1	11
10	12
29	32
23	25
1	2
19	21
21	28
4	20
1	15
1	10
6	26
16	19
10	13
6	9
18	40
2	17
3	10
2	23
9	17
6	13
5	6
15	17
8	12
13	18
5	10
20	46
29	37
6	7
10	11
11	28
3	8
29	36
5	20
10	14
4	5
15	16
21	27
3	18
3	8
1	3
22	27
12	17
6	21
13	22
1	5
2	9
9	11
3	7
1	9
14	15
2	4
1	21
5	17
1	9
8	33
6	27
10	24
6	8
2	33
28	32
5	14
12	20
5	10
18	19
3	10
11	12
4	5
24	33
11	13
1	6
6	9
13	16
11	13
15	22
2	3
17	24
8	17
1	2
1	5
2	24
10	15
2	9
7	8
16	24
5	13
2	4
8	25
20	23
7	14
11	15
5	8
4	7
14	32
15	21
4	6
1	5
1	8
5	12
7	11
6	15
2	7
5	16
1	13
6	22
1	3
12	19
8	16
3	6
23	28
26	32
3	7
10	20
3	22
1	6
1	3
23	24
12	13
29	32
20	22
6	10
8	9
13	21
12	14
19	39
8	21
3	26
7	24
6	13
2	3
4	20
1	5
7	14
26	28
14	23
2	6
12	15
4	10
13	23
1	11
4	7
10	14
15	27
4	22
3	14
1	6
2	5
9	17
6	11
1	6
5	18
15	17
2	4
12	15
24	31
6	10
1	13
18	22
5	9
13	18
1	3
9	16
7	10
22	24
4	17
9	25
5	26
6	17
11	13
9	37
3	8
11	15
1	5
7	16
1	11
1	3
16	18
3	30
3	7
1	5
1	12
5	29
3	8
3	14
4	19
4	15
9	19
37	38
8	14
13	14
1	22
5	11
5	12
11	16
16	26
2	8
9	17
17	21
11	12
8	15
12	23
1	8
17	18
9	17
5	21
13	19
12	15
11	19
5	6
3	11
3	6
3	6
15	22
6	7
10	12
9	19
14	28
13	14
15	23
11	12
6	13
10	11
19	21
6	21
1	6
2	5
13	20
2	29
15	16
9	11
12	13
12	28
5	23
5	10
3	17
11	20
2	8
15	18
11	13
10	21
1	3
3	4
8	11
31	32
6	24
15	18
9	13
9	13
8	16
17	19
2	11
10	15
7	16
1	10
11	33
7	12
7	34
11	15
1	4
3	12
13	15
2	9
12	29
1	10
4	29
1	3
31	35
4	15
25	28
20	25
6	10
2	18
2	8
10	28
4	5
1	16
4	6
1	11
9	19
8	27
11	19
6	16
4	31
18	20
6	12
3	5
9	12
21	24
11	18
14	16
5	7
7	22
8	14
3	20
3	6
2	10
1	19
15	17
1	10
6	7
13	15
5	7
1	2
3	7
5	20
3	6
4	5
5	24
16	21
5	31
10	27
22	34
5	6
11	13
3	18
3	8
1	6
9	13
9	12
21	25
5	16
7	9
6	11
11	20
3	10
2	3
7	11
7	13
3	6
11	20
5	13
1	7
17	19
2	10
3	12
4	8
1	3
3	9
8	13
14	19
6	11
4	13
16	22
8	11
9	21
2	4
3	9
6	10
22	28
2	14
10	16
1	7
16	19
1	7
1	2
25	33
3	7
1	18
10	21
12	21
22	23
6	11
20	23
7	12
16	27
24	29
9	16
15	16
19	23
17	20
11	12
2	9
7	9
5	17
1	12
1	2
8	10
3	14
13	15
19	35
25	39
15	21
24	28
1	9
2	7
18	27
8	21
7	21
11	15
22	27
13	30
11	16
4	14
6	9
5	14
9	11
5	8
7	8
7	28
7	13
20	36
2	9
3	21
7	11
7	10
1	3
2	10
14	16
6	18
13	18
9	14
1	9
25	27
7	9
16	19
4	7
1	17
5	25
18	22
2	18
10	26
14	17
5	16
3	4
6	8
9	12
19	36
2	26
21	34
4	23
1	23
7	15
4	10
6	10
9	17
11	19
7	22
1	15
10	14
24	34
2	10
4	16
2	8
4	5
19	28
7	25
11	17
27	32
19	27
21	22
7	23
13	19
5	8
4	6
9	12
1	11
16	21
2	29
3	28
2	17
12	15
6	8
1	5
3	22
8	16
14	17
4	16
3	10
